barcode	gene symbol	value
TCGA-32-1976-01A-01R-0791-07	15E1.2	-1.4254
TCGA-32-1976-01A-01R-0791-07	2'-PDE	0.34915
TCGA-32-1976-01A-01R-0791-07	7A5	-1.53366666666667
TCGA-32-1976-01A-01R-0791-07	A1BG	0.27575
TCGA-32-1976-01A-01R-0791-07	A2BP1	0.399
TCGA-32-1976-01A-01R-0791-07	A2M	1.9136
TCGA-32-1976-01A-01R-0791-07	A2ML1	-0.0986666666666667
TCGA-32-1976-01A-01R-0791-07	A3GALT2	0.175
TCGA-32-1976-01A-01R-0791-07	A4GALT	-0.0587500000000001
TCGA-32-1976-01A-01R-0791-07	A4GNT	-0.329
TCGA-32-1976-01A-01R-0791-07	AAAS	0.6836
TCGA-32-1976-01A-01R-0791-07	AACS	-0.8692
TCGA-32-1976-01A-01R-0791-07	AADAC	-0.5944
TCGA-32-1976-01A-01R-0791-07	AADACL1	-1.173
TCGA-32-1976-01A-01R-0791-07	AADACL2	-0.0936
TCGA-32-1976-01A-01R-0791-07	AADACL3	0.392666666666667
TCGA-32-1976-01A-01R-0791-07	AADACL4	-0.202333333333333
TCGA-32-1976-01A-01R-0791-07	AADAT	0.6297
TCGA-32-1976-01A-01R-0791-07	AAK1	0.359294117647059
TCGA-32-1976-01A-01R-0791-07	AAMP	-0.2908
TCGA-32-1976-01A-01R-0791-07	AANAT	0.251333333333333
TCGA-32-1976-01A-01R-0791-07	AARS	-0.5865
TCGA-32-1976-01A-01R-0791-07	AARS2	-0.693875
TCGA-32-1976-01A-01R-0791-07	AARSD1	-1.0882
TCGA-32-1976-01A-01R-0791-07	AASDH	0.305909090909091
TCGA-32-1976-01A-01R-0791-07	AASDHPPT	-0.175615384615385
TCGA-32-1976-01A-01R-0791-07	AASS	0.43
TCGA-32-1976-01A-01R-0791-07	AATF	0.1658
TCGA-32-1976-01A-01R-0791-07	AATK	3.08630769230769
TCGA-32-1976-01A-01R-0791-07	ABAT	2.41384615384615
TCGA-32-1976-01A-01R-0791-07	ABBA-1	2.58913333333333
TCGA-32-1976-01A-01R-0791-07	ABCA1	1.668125
TCGA-32-1976-01A-01R-0791-07	ABCA10	-0.0573333333333333
TCGA-32-1976-01A-01R-0791-07	ABCA11	-0.0446666666666667
TCGA-32-1976-01A-01R-0791-07	ABCA12	-2.8982
TCGA-32-1976-01A-01R-0791-07	ABCA13	-0.0877777777777778
TCGA-32-1976-01A-01R-0791-07	ABCA2	3.9922
TCGA-32-1976-01A-01R-0791-07	ABCA3	2.24690909090909
TCGA-32-1976-01A-01R-0791-07	ABCA4	-0.816555555555556
TCGA-32-1976-01A-01R-0791-07	ABCA5	-1.6422
TCGA-32-1976-01A-01R-0791-07	ABCA6	1.07015384615385
TCGA-32-1976-01A-01R-0791-07	ABCA7	-1.548
TCGA-32-1976-01A-01R-0791-07	ABCA8	2.1004
TCGA-32-1976-01A-01R-0791-07	ABCA9	0.508307692307692
TCGA-32-1976-01A-01R-0791-07	ABCB1	0.0624545454545454
TCGA-32-1976-01A-01R-0791-07	ABCB10	-1.05683333333333
TCGA-32-1976-01A-01R-0791-07	ABCB11	0.0446666666666666
TCGA-32-1976-01A-01R-0791-07	ABCB4	-0.2628
TCGA-32-1976-01A-01R-0791-07	ABCB5	0.332
TCGA-32-1976-01A-01R-0791-07	ABCB6	-0.180538461538462
TCGA-32-1976-01A-01R-0791-07	ABCB7	-1.2604
TCGA-32-1976-01A-01R-0791-07	ABCB8	1.634
TCGA-32-1976-01A-01R-0791-07	ABCB9	0.485125
TCGA-32-1976-01A-01R-0791-07	ABCC1	-1.412625
TCGA-32-1976-01A-01R-0791-07	ABCC10	-0.0028
TCGA-32-1976-01A-01R-0791-07	ABCC11	-0.556125
TCGA-32-1976-01A-01R-0791-07	ABCC12	1.04425
TCGA-32-1976-01A-01R-0791-07	ABCC13	-0.0247272727272727
TCGA-32-1976-01A-01R-0791-07	ABCC2	-3.96022222222222
TCGA-32-1976-01A-01R-0791-07	ABCC3	-0.651181818181818
TCGA-32-1976-01A-01R-0791-07	ABCC4	-0.6055625
TCGA-32-1976-01A-01R-0791-07	ABCC5	-0.122266666666667
TCGA-32-1976-01A-01R-0791-07	ABCC6	-2.04194444444444
TCGA-32-1976-01A-01R-0791-07	ABCC8	3.3794
TCGA-32-1976-01A-01R-0791-07	ABCC9	0.193636363636364
TCGA-32-1976-01A-01R-0791-07	ABCD1	0.439666666666667
TCGA-32-1976-01A-01R-0791-07	ABCD2	1.04933333333333
TCGA-32-1976-01A-01R-0791-07	ABCD3	0.317071428571429
TCGA-32-1976-01A-01R-0791-07	ABCD4	0.4305
TCGA-32-1976-01A-01R-0791-07	ABCE1	0.0248
TCGA-32-1976-01A-01R-0791-07	ABCF1	-0.252692307692308
